review_text,Review_Angles
"If there is a game to be replayed over and over, it's Warhammer III. Hundreds of factions, countless possibilities, thousands of mods and very but very well narrated campaign set up. 

They nailed the art style and the voice actors on this one. The game has a very high quality of stand overall. You can be good or you can be evil, no matter what you chose, you will have lots of fun. Overall the game is so much fun and so much work has put into it without a doubt. 

But there is one thing I need to mention, no matter what machine you run it at, turn times on the Immortal Empires campagin are too long. I am running it on a high end pc and turn times needs a fix, been playing it since release and it never got fixed. Apart from that, game is just sooo good.","Gameplay Variety, Technical Performance, Narrative Quality"
bad dlc practice,"Consumer Value, Business Practice"
Kiss'lev,"Brand Recognition, Product Naming"
"Yet another game with constant nonsense that requires endless modding to fix the game. A lot of features are all arcade mode cringe style even though total war games have a fan base that prefer realism. During sieges you can make wooden towers on the spot which makes no sense for a castle that already has stone towers. Why not have the towers already be built as stone and have it where you need to send soldiers and ammo to towers by spending the points? 
Cavalry can break down castle gates making siege rams totally pointless. The random rebel armies that spawn out of thin air can totally ruin campaigns. Siege towers are very easy to destroy by shooting at them and then the entire unit in the tower dies making it actually pointless to use siege towers because your units will die guaranteed. Gates have almost 0 health and can be knocked down in well under 30 seconds by some units. Not sure why these devs are having such a hard time with such simple concepts. There comes a point where its all just ridiculous. 

No chat box for multiplayer is unreasonably retarded and the multiplayer lobby for 1v1 and 2v2 etc is all yee yee jerry rigged. It doesn't take years to code a chat box with a report and block button.

Graphics are really good and the battles are good theres just a few things about the game that are annoying.","Gameplay Realism, Game Design Coherence, Player Experience"
"Immortal Empires is good, they probably should have delayed the initial launch until IE was ready, that way the overall reviews wouldn't be so bad.","Product Quality, Launch Strategy, Review Impact"
"I absolutely love the total war Warhammer series. Even if you are not into Warhammer you will soon fall in love with all the different factions, armies and unit choices available. You end up spending far more money then you should on DLC's, because quite frankly some of them are amazing. 

I have spent hundreds of hours on this game, number 1 and 2 as well. Even more when they was available on game pass too. The amount of content you get with the base game is potentially hundreds of hours, and honestly it is amazing to watch thousands of cavalry demolish infantry at your control. 

Some of the best DLC's to purchase (which are regulary on sale) in my opinion are, Chaos Dwarfs, Wood Elves and the Ogre Kingdoms are loads of fun too. 

I used to love 40k as a child growing up, but never got into the fantasy side. After playing these games I have now re-started painting models after nearly 15 years off! I am obsessed with reading the old world books as well, and there is so much lore around the Warhammer fantasy.","Consumer Value, Gameplay Experience, Monetization Model"
best game ever,"Overall Quality, Entertainment Value, Consumer Satisfaction"
"Legendoftotalwar community 'ere
It's good but sometimes the DLC is overpriced","Consumer Value, Content Pricing"
Don't call it a comeback!,Narrative
Definitly worth it at 50% off.,Consumer Value
good,Overall Satisfaction
"Immortal Empires is here, so you can enjoy the game.",Consumer Value
"meh, if you own two and wonder is 3 worth? not really tbh","Consumer Value, Product Evolution, Comparative Worth"
55,Numerical Rating
Just an absolute gem of a game.,Overall Quality
I like the game lets face it the world gets more expensive pls just chill guys if you dont like a dlc JUST DONT BUY IT,"Consumer Choice, Price Sensitivity"
lizardmen smash,"Gameplay Simplicity, Fantasy Theme Appeal"
"I love this game, but it is riddled with bugs, and all CA is doing is trying to keep it on life support with overpriced dlc's and a tiny bug fixing patch every 6 months.

This game needs some love from CA before it deserves a good review or more of my money, but i hope that i once again in the future can throw money at this game knowing it will bring me joy.","Technical Stability, Consumer Value, Developer Support"
"I really like the game, but unfortunately I have to give this a thumbs-down for one reason—the FPS. Compared to TW:WH2, it runs a LOT worse. With a bit of tweaking, I could get 120fps in that game, but in this, I just can't hit 60 unless I set everything to low. But doing that makes everything look like it was made out of play-dough by a 3rd grader, so I end up playing at basically 40 fps with frame dips or stutters turning the game into a slideshow.

It also seems to stutter a lot, clicking menus, building shit, opening skill trees, during battle... Basically doing anything aside from playing around in the main menu will cause a short stutter. No clue what the reason for this is, I have a pretty good cpu (i7 10700) and with msi afterburner I can see my usage is under 50% so...","Technical Performance, Comparative Quality, User Experience"
"Maybe revamp it for Playstation 2? ... Pozer as* game 
:-P","Platform Compatibility, Game Quality Assessment"
"They do not fix what needs to be fixed,and continue to advertise the next DLC, it shows how much they do not care about their player base, I would recommend purchasing it through a third party like G2A at a discounted price but not at the steam price.","Consumer Value, Developer Support, Pricing Strategy"
"Honestly, I wasn't even going to review this. But honestly, they deserve it, and what if I'm the one to push it into mixed? That's a thought, you know?","Reviewer Motivation, Community Impact, Product Reception"
I own all three games and the number of different factions you can play as and the the size of the world is amazing. There's a lot of content here.,"Content Variety, Game World Scale, Consumer Value"
New DLC pricing is pure greed. DLCs for half the base game price?,"Consumer Value, Pricing Ethics"
"Among my favorite games and this is because this game, is awesome. And why do I think so? True, the mechanics, bugs and lags are not something, it still brings us a lot of new things, a lot of new races some strong and some not good, I really think this game surprised a bit badly because there was a start but nothing but in the end they did improve and now there is Normal TOTAL WAR game.

Personally, before purchasing I think you should wait for MORTAL EMIPRES. That way, you can play a combination of the previous three games in the series and also enjoy lots and lots of races along with the new ones. Perfect thing in my opinion. A crazy and beautiful game, and sure enough to come a long way but very surprising.","Gameplay Content, Technical Performance, Future Potential"
nice,Overall Satisfaction
"Another awesome fantasy rts, to be expected after the first two games were an absolute blast as well.  Immortal Empires is better than the campaign to learn the new races imho.   Great whether you start on this game or are a returning fan from the previous titles.","Consumer Value, Gameplay Experience, Accessibility for New Players"
"I'll be straightforward with everyone and say I do recommend the game, but I do feel as if certain issues in the game needed to either changed/altered in my personal opinion. Here are some the issues I have with the game that I'd like to see either fixed or changed.

1) The rift mechanic I feel is ok at the beginning, but as more souls are collected either by AI or the player the corruption levels are too difficult to manage or dilute. This can cause players who are looking to expand their borders a difficult time as they need at least 2 armies at the ready to close these rifts to prevent a rise in rebellion or attempt to offset overwhelming corruption. Also when rogue daemon armies spawn with 5 to 8 Soul Grinders it can be disheartening or even discouraging to want to expand as not many garrisons can even attempt to damage these armies.

2) A rework to the Supporters system for Kislev, as I personally feel that after the confederation of the opposing faction, supporters have no further use. This is especially true for Boris as once you complete the unification of KIslev, they just sit there unused. If they could be used to spend on research, growth, bolstering defenses, negating corruption, or strengthening alliances I could see potential, but as of the current state again the system is useless.

3) Bel'akor, himself, needs to be more than a generic lord as he is the first Daemon Prince of the Chaos Gods. If he is to be a future FLC lord than hopefully flesh him out more

4) After you've beaten the game, I feel as the rifts should stop spawning as there is no point since Bel'akor is defeated. If you continue past the cutscene and hope for a normal TW campaign, then stop as the rifts continue and increase in frequency making it nearly not worth playing any further.

5) Ogres need a change on how they percieved as the current tech/hoard/skaven style isnt working personally. IMO they should be a combination of Vampire Pirates, where they themselves are the camps thats you improve, while also given the same food work around as skaven. Their current state makes them very difficult to play as you need to plan ahead of time where and camp goes and how far you can move before running back to camp to replenish your food stores before attrition damage takes effect.

6) This is a hot take and very personal opinion as I know a decent bit of lore of Old World Warhammer Fantasy and AoS, but  I feel that the inclusion of Chaos Lords to fill out the respective rosters is necessary. This being Archaeon in Chaos undivided, Sigvald with Slannesh, etc. This includes human chaos worshippers into the roster to fill them out such as Chaos Knights, chariots, and range. At the same time maybe including some AoS units that are unique to each Chaos God. Also changing the status of heralds to heroes to balance armies out. That way armies can have additional casters/champions to rely on in combat like VC

","Gameplay Balance, Player Experience, Strategic Depth"
Graphical glitch has been effecting the game for months making the battles unplayable with no fix in sight,"Technical Stability, Consumer Value"
game receives frequent updates with interesting DLC characters for fans and beginners alike playing this every night for an hour or two is a great way to unwind and catch up with friends and to also interact with the less popular but very well written Warhammer fantasy universe.,"Content Updates & DLC, Social & Recreational Value, Narrative & World-Building"
"They have milked this game for a while but for a good reason - it's a great game.

Best total war game made to date, I'm happy they split the DLC into individual heroes despite what people say 10/10","Consumer Value, Game Design, Content Strategy"
Rats,"Narrative Simplicity, Minimalist Design, Emotional Impact"
If you like warhammer fantasy this is the game for you,"Genre Alignment, Target Audience Fit"
Brilliant,Overall Quality
Thank you devs for listening to the customers. Game is now in a much better state. Best Total War on record ( took awhile getting there though ),"Consumer Value, Developer Responsiveness, Historical Comparison"
TOTAL WAR COMUNITY,Community Engagement
"This stuff is fiction gold so Hell Yeah! Play the hecking Frick out of this, I need more of this!!!","Narrative Quality, Player Engagement, Content Demand"
