review_text,Review_Angles
Early access?? feels like full release its finally good to have a game that's not rubbish on launch im loving this game 1000% recommend this game,"Launch Quality & Polish, Overall Enjoyment, Recommendation Strength"
ggwp,Gameplay Experience
you can get electabuzz with miniguns 10/10,"Gameplay Content, Fun Factor"
There are a few glitches and bugs plus the game crashes sometimes but in the end its still really fun and playing with my friends has been a blast as we have stupid fun moments together,"Technical Stability, Social Gameplay Experience, Overall Enjoyment"
"Cute monsters with guns, what more can you ask for?","Aesthetic Appeal, Overall Enjoyment"
"Well implemented game play. Minimal issues on release. This is one of those ""where did the time go"" experiences","Gameplay Quality, Technical Stability, Player Engagement/Time Investment"
"I'm having enough fun with it, but the stability is poor on Steam Deck, where I'm playing it exclusively. It crashes about once an hour, plus there are various slow downs and stutterings.","Technical Stability, Platform Performance (Steam Deck)"
SO MUCH FUN,"Entertainment Value, Player Enjoyment"
Nintendo will not break us!,Corporate Practices & Consumer Trust
Great game. Would spend my life playing.,"Player Enjoyment, Long-Term Engagement"
Fun.,Entertainment Value
"Finally the game we've all been wanting our whole lives... Hope they make an official release or something more official to bring the mass players back for a while again, huge multiplayer potential PvP and PvPvE or coop, everything.","Gameplay Experience, Multiplayer Potential, Long-Term Engagement"
Better than pokemon,"Comparative Quality Perspective, Franchise Comparison"
"Black screen at launch of game, and wont stop running even when forced. I am now passed the 2 hours for a free refund.","Technical Stability, Customer Support & Refund Policy"
Depresso my beloved,"Emotional Connection, Overall Appreciation"
i love enslaving animals,"Ethical Perspective, Content Theme Preference"
yes,Overall Satisfaction
i got deleted by the system for the 4th time. i dont even use any mod and there is so much hacker on the official  server.,"Account Integrity & Fairness, Technical Stability & Reliability, Online Security & Anti-Cheat Systems"
I can't believe how fun this is. Working out the bugs but this is so great!,"User Enjoyment, Technical Stability"
Hilarious and fun. Never-ending things to do.,"Entertainment Value Perspective, Content Variety & Replayability"
a good game to grind and play with friends. it is also a game to exprlore,API_Error
adictive,Engagement Perspective
"Saw a dragon leaf looking thing, thought it be a good idea to attack, hits me, im at 1hp, my sheep and cat go in to attack it, THEY INSTANTLY DIE, then i died.

10/10","Gameplay Difficulty, Player Experience & Fun, Humorous Storytelling"
"progession is very good  end game seems fun nice game to play with friends
","Gameplay Loop, Endgame Experience, Social/Multiplayer Experience"
"Its alright but massively overhyped, there are a lot of good ideas on paper but ultimately, this game is rather shallow, you collect Pok- I mean Pals, you build your base and eventually get everything automated and defeat those tower bosses... then what?",API_Error
Everything I wish Pokemon was now that I am an adult.,"Target Audience Fit, Comparative Franchise Experience"
"This game brings a nice mashup of addictive gameplay loops from other popular games. You can't go wrong with it, it's dopamine followed by more dopamine.

There are a lot of bugs, but it's early access so it's to be expected.

Edit:
The dopamine went away, the gameplay became repetitive, and the grind to level up was too long.
A good way to fix this is to increase player XP gain by default so the game can be beat in around 30hrs or so.
If you're gonna play it, I highly recommend cranking up XP on world creation, or else you may get bored before getting to the game's end.","Gameplay Loop & Engagement, Progression Pacing & Grind, Technical Stability (Early Access Bugs)"
This game was great until it fell off the face of the earth.,"Long-Term Support & Updates, Overall Enjoyment"
,
Make it so we can use the bird as a glider again.,API_Error
I love the crafting and customization.,"Gameplay Mechanics, Customization & Personalization"
fun game,API_Error
"Absolutely amazing, some lag spikes, but exceptional ark like game with pokemon aspects",API_Error
So far really addictive and surprisingly fleshed out,API_Error
"I've been addicted for days, send help.",API_Error
Cool.,API_Error
Very fun interactive gameplay. Ark meets Pokemon meets COD. Two thumbs up!,API_Error
nice game..deserve to play,API_Error
I waited two years following this game and I can say it is amazing.  I'm about to waste so much time on this game.  Can't wait to see what comes in the future for Palworld!,API_Error
Amazing game,API_Error
yes,API_Error
8 out of 11 would capture bosses and shoot (in game) cops again.,API_Error
Very fun for a pre-alpha game.,API_Error
:D,API_Error
Relaxing game,API_Error
"this is a fun and adventures game, with the open world and many things  to do and catch
",API_Error
A amazing game looking forward to seeing more epic things from these Developers.,API_Error
"I get killed by an Electric Totoro, and Thugs with Shotguns...10/10",API_Error
:),API_Error
"I read some guys review. Said he played over 30 hrs, didn't recommend it? I imagine I'll get over 100 hrs, easy. Would've paid $59.99 honestly. Easy game to learn, playing with strangers, doing dungeons and exploring. I can go off and do things myself or join a bunch of ppl and it's just fun. Even if there are no more updates or w/e ppl are complaining about. Game is gtg. I do hope we get a hundred updates, there's so many ways the game can go. I was suuuper hesitant when I bought it. Love it now.",API_Error
"Just buy it! Fantastic!

You can compare it visually to other stuff, but who cares! If you want to become ""copyright"" experts then stop playing any games, reading any books, watching any movies, watching any shows, listening to any music or enjoy any paintings. 

It all eats off each other.",API_Error
Good game not normally a big fan of survival games but I hate far nintendo more and like pet games. Very innovative until Nintendo showed up. You cannot patent game mechanics Nintendo. Wish I could spend more money to help fund their legal defense which is honestly why I chose to buy it in the first place when I heard. Great game though despite being early access.,API_Error
GREAT GAME 10/10 I LOVE MAKING MY SLAV.......... I MEAN HAVING MY PALS MY GOOD OLE FRIENDOS WORK FOR ME,API_Error
"It's as good as the hype.  Best early access game ever.  Just woke up from the 1st full night's sleep since launch.  Never seen a developer get so many things right.  I could write a freaking paper on how many aspects of this game are so balanced.  10/10, would, can, and will play again.",API_Error
fun,API_Error
"Love the game, burnt myself out on running completionist and planning to take a break until they drop more content. 
I recommend taking the game slow and more casually or you'll burn through everything before you know it.

note: the game very clearly is unfinished and that is to be expected, I expect this game to be around for the long haul like Rust or The Forest.",API_Error
i like it very good,API_Error
"Me and the wife love slavery, I love watching these silly little creatures work themselves into eating disorders it's so satisfying. Were planning to name one after my chinese little ex (very little) that way we can put him back into a sweat shop where he  belongs :3",API_Error
